AC7.2	C47C12.3
R06C7.8	T20B12.1
R06C7.8	T26A5.9
R06C7.8	T26A8.4
R06C7.8	T26G10.1
R06C7.8	T27F7.3
R06C7.8	W01B6.9
R06C7.8	W02A11.4
R06C7.8	W03C9.4
R06C7.8	W08D2.7
R06C7.8	W09C5.2
R06C7.8	Y110A7A.13
R06C7.8	Y40B1A.4
R06C7.8	Y47D3A.26
R06C7.8	Y47D3A.6
R06C7.8	Y47G6A.8
R06C7.8	Y53C10A.12
R06C7.8	Y53F4B.22
R06C7.8	Y54E10A.2
R06C7.8	Y54E2A.11
R06C7.8	Y62E10A.11
R06C7.8	Y65B4BR.5
R06C7.8	Y71H2AM.17
R06C7.8	ZC123.3
R06C7.8	ZK1127.5
R06C7.8	ZK1151.1
R06F6.1	R07G3.1
R06F6.1	R53.4
R06F6.1	T08B6.3
R06F6.1	T13H5.4
R06F6.1	T23D8.9
R06F6.1	T26A5.9
R06F6.1	W04A4.5
R06F6.1	W08F4.8
R06F6.1	Y34D9A.4
R06F6.1	Y40B1A.4
R06F6.1	Y47D3A.26
R06F6.1	Y47G6A.8
R06F6.1	Y49E10.21
R06F6.1	Y51A2D.15
R06F6.1	Y52B11A.9
R06F6.1	ZC123.3
R06F6.1	ZK1151.1
R06F6.1	ZK550.4
R06F6.1	ZK637.7
R06F6.2	R13A5.5
R06F6.2	R160.1
R06F6.2	R31.1
R06F6.2	T02G5.9
R06F6.2	T02H6.11
R06F6.2	T08B2.10
R06F6.2	T22D2.1
R06F6.2	T23F2.1
R06F6.2	T26A8.4
R06F6.2	T27F2.1
R06F6.2	T27F7.1
R06F6.2	W10D5.3
R06F6.2	Y105E8A.16
R06F6.2	Y106G6E.6
R06F6.2	Y111B2A.11
R06F6.2	Y23H5A.7
R06F6.2	Y34D9A.10
R06F6.2	Y48B6A.3
R06F6.2	Y52B11A.10
R06F6.2	Y65B4BR.5
R06F6.2	ZK783.1
R06F6.2	ZK973.6
R07B5.9	T01C3.1
R07B5.9	T25C12.1
R07B5.9	T26A8.4
R07B5.9	Y106G6E.6
R07B5.9	Y106G6H.7
R07B5.9	Y111B2A.11
R07B5.9	Y71F9AM.4
R07E4.6	R13A5.5
R07E4.6	R13F6.1
R07E4.6	T01D1.2
R07E4.6	T01G9.6
R07E4.6	T04D3.2
R07E4.6	T17E9.1
R07E4.6	T23F2.1
R07E4.6	T25G3.3
R07E4.6	T26G10.1
R07E4.6	T27B1.2
R07E4.6	T27F7.3
R07E4.6	VW02B12L.1
R07E4.6	W04A8.7
R07E4.6	Y11D7A.9
R07E4.6	Y39H10A.7
R07E4.6	Y40B1A.4
R07E4.6	Y49F6B.1
R07E4.6	Y54E2A.11
R07E4.6	Y65B4BR.5
R07E4.6	Y77E11A.13
R07E4.6	ZC518.2
R07E4.6	ZK1127.5
R07E4.6	ZK1151.1
R07E4.6	ZK1236.3
R07E4.6	ZK430.8
R07E5.3	R13G10.1
R07E5.3	T01D1.2
R07E5.3	T01G9.4
R07E5.3	T19B4.7
R07E5.3	T19E10.1
R07E5.3	T21G5.5
R07E5.3	T27F2.1
R07E5.3	T28F12.2
R07E5.3	W02A11.4
R07E5.3	W03C9.4
R07E5.3	W09C2.1
R07E5.3	W09C5.2
R07E5.3	Y47D3B.1
R07E5.3	Y63D3A.5
R07E5.3	ZK1127.5
R07E5.3	ZK867.1
R07E5.3	ZK909.2
R07E5.7	R160.1
R07E5.7	T17E9.1
R07E5.7	T23F2.1
R07E5.7	T26G10.1
R07E5.7	T27F7.3
R07E5.7	Y11D7A.9
R07E5.7	Y77E11A.13
R07E5.7	ZC328.1
R07E5.7	ZC518.2
R07E5.7	ZK1127.5
R07G3.1	R13A5.12
R07G3.1	R13F6.1
R07G3.1	R53.3
R07G3.1	R53.4
R07G3.1	T02G5.9
R07G3.1	T05G5.3
R07G3.1	T06D8.8
R07G3.1	T09A5.9
R07G3.1	T10B5.5
R07G3.1	T10F2.4
R07G3.1	T13H5.4
R07G3.1	T14F9.1
R07G3.1	T19E10.1
R07G3.1	T20B12.1
R07G3.1	T22A3.5
R07G3.1	T22D1.10
R07G3.1	T23D8.9
R07G3.1	T25G3.3
R07G3.1	T26A5.9
R07G3.1	T26G10.1
R07G3.1	T27C4.4
R07G3.1	T27F7.3
R07G3.1	W01B11.3
R07G3.1	W01G7.3
R07G3.1	W02A11.4
R07G3.1	W04A4.5
R07G3.1	W04A8.7
R07G3.1	W07E6.4
R07G3.1	W08D2.7
R07G3.1	W08F4.8
R07G3.1	W09C5.2
R07G3.1	Y32F6A.3
R07G3.1	Y34D9A.4
R07G3.1	Y40B1A.4
R07G3.1	Y47D3A.26
R07G3.1	Y48G1A.5
R07G3.1	Y49E10.21
R07G3.1	Y52B11A.9
R07G3.1	Y53H1C.2
R07G3.1	Y54E2A.11
R07G3.1	Y55B1BM.1
R07G3.1	Y55F3AR.3
R07G3.1	Y57G11C.31
R07G3.1	Y62E10A.11
R07G3.1	Y65B4BR.5
R07G3.1	Y66A7A.8
R07G3.1	Y66H1A.4
R07G3.1	Y71G12B.11
R07G3.1	ZK1127.5
R07G3.1	ZK1151.1
R07G3.1	ZK430.8
R07G3.1	ZK637.7
R07G3.3	T05E11.5
R07G3.3	T09A5.11
R07G3.3	T12A2.2
R07G3.3	T12D8.7
R07G3.3	T22D1.4
R07G3.3	T27F7.3
R07G3.3	W07E6.1
R07G3.3	W09C5.2
R07G3.3	Y17G7B.18
R07G3.3	Y37D8A.10
R07G3.3	Y38A8.2
R07G3.3	Y43H11AL.2
R07G3.3	Y49F6B.1
R07G3.3	Y53F4B.22
R07G3.3	Y55F3AR.3
R07G3.3	Y59A8B.6
R07G3.3	Y71G12B.11
R07G3.3	Y77E11A.7
R07G3.3	ZC376.6
R07G3.3	ZK1127.4
R07G3.3	ZK1236.3
R07G3.3	ZK287.5
R07G3.3	ZK550.4
R08C7.10	R13G10.1
R08C7.10	T01G9.4
R08C7.10	T27C4.4
R08C7.10	W02A11.4
R08C7.10	Y106G6E.6
R08C7.10	Y113G7B.21
R08C7.10	Y51H7C.6
R08D7.2	R13F6.1
R08D7.2	T06D8.8
R08D7.2	T07A9.6
R08D7.2	T23B12.7
R08D7.2	T23G7.1
R08D7.2	T25G3.3
R08D7.2	T26A5.7
R08D7.2	T26G10.1
R08D7.2	W06E11.1
R08D7.2	W07E6.1
R08D7.2	ZK795.3
R08D7.2	ZK856.10
R09B3.4	R12B2.5
R09B3.4	R53.3
R09B3.4	T01C3.1
R09B3.4	T01C3.7
R09B3.4	T05C12.7
R09B3.4	T05E8.3
R09B3.4	T08A11.2
R09B3.4	T19E10.1
R09B3.4	T20B12.1
R09B3.4	T21D12.4
R09B3.4	T22D1.10
R09B3.4	T25C12.1
R09B3.4	W03C9.4
R09B3.4	W07B3.2
R09B3.4	W07E6.4
R09B3.4	W08D2.7
R09B3.4	W09C2.1
R09B3.4	W09C5.6
R09B3.4	Y110A7A.13
R09B3.4	Y111B2A.11
R09B3.4	Y38F2AL.4
R09B3.4	Y47D3A.26
R09B3.4	Y47G6A.20
R09B3.4	Y48B6A.1
R09B3.4	Y48G1A.5
R09B3.4	Y49F6B.1
R09B3.4	Y53C10A.12
R09B3.4	Y53H1C.2
R09B3.4	Y55F3AR.3
R09B3.4	Y71F9AM.4
R09B3.4	Y71F9B.4
R09B3.4	Y71H2AM.17
R09B3.4	Y77E11A.13
R09B3.4	ZC101.2
R09B3.4	ZC168.3
R09B3.4	ZK1058.2
R09B3.4	ZK1151.1
R09B3.4	ZK593.5
R09B3.4	ZK637.8
R09B3.4	ZK909.2
R09B3.5	T23D8.9
R09B3.5	W04A4.5
R09B3.5	W04A8.7
R09B3.5	Y105E8A.17
R09B3.5	Y105E8A.9
R09B3.5	Y47G6A.8
R09B3.5	Y48G10A.4
R09B3.5	Y54E10BR.6
R09B3.5	Y54E5B.3
R09F10.3	T25G3.3
R09F10.3	T26G10.1
R09F10.3	W07E6.1
R09F10.3	ZK856.10
R10F2.1	T23F2.1
R10F2.1	T26A5.7
R10F2.1	W04G3.8
R10F2.1	Y34D9A.10
R10F2.1	Y54E10A.2
R10F2.1	Y76A2A.2
R10F2.1	Y79H2A.3
R10F2.1	ZC328.1
R10F2.1	ZK1151.1
R10H10.1	R13A5.12
R10H10.1	T05E8.3
R10H10.1	T21C9.5
R10H10.1	Y43H11AL.2
R10H10.1	Y47D3B.7
R10H10.1	Y47G6A.23
R10H10.1	Y48B6A.1
R10H10.1	Y49F6B.1
R10H10.1	Y55F3AR.3
R10H10.1	Y57A10A.27
R10H10.1	Y71G12B.11
R119.4	R12B2.5
R119.4	T14G10.5
R119.4	T17E9.2
R119.4	T20B12.1
R119.4	T20H4.3
R119.4	T21D12.4
R119.4	W08D2.7
R119.4	Y111B2A.11
R119.4	Y48G1A.5
R119.4	Y55F3AR.3
R119.4	Y71D11A.5
R119.4	Y71G12B.11
R119.4	Y77E11A.13
R119.4	ZK652.1
R11A8.2	R13F6.1
R11A8.2	T06D8.8
R11A8.2	T23B12.7
R11A8.2	T25G3.3
R11A8.2	T26A5.7
R11A8.2	T26G10.1
R11A8.2	W06E11.1
R11A8.2	W07E6.1
R11A8.2	ZK795.3
R12B2.5	R144.2
R12B2.5	T01C3.7
R12B2.5	T01G9.4
R12B2.5	T01H3.1
R12B2.5	T05C12.7
R12B2.5	T05D4.4
R12B2.5	T05H4.12
R12B2.5	T10H9.3
R12B2.5	T14G10.5
R12B2.5	T15B7.2
R12B2.5	T17E9.2
R12B2.5	T20B12.1
R12B2.5	T21D12.4
R12B2.5	T22D1.4
R12B2.5	T23B12.3
R12B2.5	T27F2.1
R12B2.5	T27F7.1
R12B2.5	W03F8.10
R12B2.5	W04A8.7
R12B2.5	W07B3.2
R12B2.5	W08D2.7
R12B2.5	W09B6.1
R12B2.5	Y116A8C.35
R12B2.5	Y25C1A.5
R12B2.5	Y37D8A.18
R12B2.5	Y38A8.2
R12B2.5	Y38E10A.24
R12B2.5	Y38F2AL.4
R12B2.5	Y47D3A.26
R12B2.5	Y47D3B.7
R12B2.5	Y47G6A.20
R12B2.5	Y48B6A.13
R12B2.5	Y48G1A.5
R12B2.5	Y51H7C.6
R12B2.5	Y53C10A.12
R12B2.5	Y55F3AR.3
R12B2.5	Y57G11C.24
R12B2.5	Y63D3A.5
R12B2.5	Y6B3A.1
R12B2.5	Y71D11A.5
R12B2.5	Y71F9AM.4
R12B2.5	Y71F9B.4
R12B2.5	Y71G12B.11
R12B2.5	ZC101.2
R12B2.5	ZK1058.2
R12B2.5	ZK1127.4
R12B2.5	ZK1151.1
R12B2.5	ZK637.8
R12E2.2	T01G9.6
R12E2.2	T04D3.2
R12E2.2	T26A5.9
R12E2.2	Y106G6H.7
R12E2.2	Y49F6B.1
R12E2.2	Y54E5B.3
R12H7.2	T18H9.2
R12H7.2	Y39B6A.20
R12H7.2	Y47H10A.1
R12H7.2	Y56A3A.32
R12H7.2	Y77E11A.11
R13A5.12	R151.9
R13A5.12	T04A8.6
R13A5.12	T20B12.1
R13A5.12	T21C9.5
R13A5.12	T22D1.10
R13A5.12	T26A8.4
R13A5.12	T26G10.1
R13A5.12	T27F7.3
R13A5.12	W01B11.3
R13A5.12	W01G7.3
R13A5.12	W02A11.4
R13A5.12	W08D2.7
R13A5.12	W09G12.5
R13A5.12	WBGene00007042
R13A5.12	Y110A7A.13
R13A5.12	Y40B1A.4
R13A5.12	Y47D3A.6
R13A5.12	Y47D3B.7
R13A5.12	Y47G6A.20
R13A5.12	Y47G6A.23
R13A5.12	Y53C10A.12
R13A5.12	Y54E10A.2
R13A5.12	Y54E2A.11
R13A5.12	Y65B4BR.5
R13A5.12	Y71H2AM.17
R13A5.12	Y75B8A.7
R13A5.12	ZC123.3
R13A5.12	ZK1127.5
R13A5.12	ZK1151.1
R13A5.12	ZK856.10
R13A5.5	R31.1
R13A5.5	T02G5.9
R13A5.5	T02H6.11
R13A5.5	T08B2.10
R13A5.5	T26A8.4
R13A5.5	T27B1.2
R13A5.5	T27F7.1
R13A5.5	W04A8.7
R13A5.5	W10D5.3
R13A5.5	Y106G6E.6
R13A5.5	Y106G6H.7
R13A5.5	Y111B2A.11
R13A5.5	Y111B2A.15
R13A5.5	Y11D7A.9
R13A5.5	Y40B1A.4
R13A5.5	Y47D3B.10
R13A5.5	Y71F9AM.4
R13A5.5	ZK430.8
R13A5.8	Y17G7B.20
R13A5.8	Y49F6B.1
R13A5.8	Y77E11A.13
R13F6.1	R74.1
R13F6.1	T02G5.9
R13F6.1	T06D8.8
R13F6.1	T10B5.3
R13F6.1	T16H12.4
R13F6.1	T23B12.7
R13F6.1	T23D8.9
R13F6.1	T23G7.1
R13F6.1	T25G3.3
R13F6.1	T26A5.7
R13F6.1	T26G10.1
R13F6.1	T27F7.3
R13F6.1	W06E11.1
R13F6.1	W07E6.1
R13F6.1	W08D2.7
R13F6.1	W08F4.8
R13F6.1	Y111B2A.11
R13F6.1	Y11D7A.9
R13F6.1	Y32F6A.3
R13F6.1	Y39H10A.7
R13F6.1	Y40B1A.4
R13F6.1	Y47D3B.7
R13F6.1	Y49E10.21
R13F6.1	Y52B11A.9
R13F6.1	Y53C10A.12
R13F6.1	Y54E2A.11
R13F6.1	Y71G12B.14
R13F6.1	Y77E11A.13
R13F6.1	ZC518.2
R13F6.1	ZK1127.4
R13F6.1	ZK1151.1
R13F6.1	ZK1236.3
R13F6.1	ZK637.7
R13F6.1	ZK742.1
R13F6.1	ZK795.3
R13F6.1	ZK856.10
R13F6.10	T01C3.7
R13F6.10	T12C9.7
R13F6.10	T20B12.1
R13F6.10	T22D1.10
R13F6.10	W08D2.7
R13F6.10	Y110A7A.13
R13F6.10	ZC247.1
R13F6.10	ZC434.4
R13G10.1	R31.1
R13G10.1	R53.3
R13G10.1	T01B7.5
R13G10.1	T01B7.7
R13G10.1	T01D1.2
R13G10.1	T01G9.4
R13G10.1	T04A8.6
R13G10.1	T08B2.10
R13G10.1	T17E9.1
R13G10.1	T23D8.1
R13G10.1	T24H7.1
R13G10.1	T25G3.3
R13G10.1	T26A5.9
R13G10.1	T26G10.1
R13G10.1	T27C4.4
R13G10.1	T27F2.1
R13G10.1	T27F7.3
R13G10.1	T28F12.2
R13G10.1	W02A11.4
R13G10.1	W03C9.4
R13G10.1	W03F8.10
R13G10.1	W04D2.6
R13G10.1	W09C5.2
R13G10.1	Y105E8B.2
R13G10.1	Y106G6E.6
R13G10.1	Y113G7B.21
R13G10.1	Y11D7A.9
R13G10.1	Y38F2AL.1
R13G10.1	Y40B1A.4
R13G10.1	Y51H7C.6
R13G10.1	Y63D3A.5
R13G10.1	Y65B4BR.5
R13G10.1	ZK1098.1
R13G10.1	ZK1127.5
R13G10.1	ZK858.7
R144.2	T01C3.7
R144.2	T01H3.1
R144.2	T05C12.7
R144.2	T10H9.3
R144.2	T17E9.2
R144.2	T21D12.4
R144.2	T27F2.1
R144.2	W07B3.2
R144.2	Y116A8C.35
R144.2	Y25C1A.5
R144.2	Y38A8.2
R144.2	Y48B6A.13
R144.2	Y71F9B.4
R144.2	Y71G12B.11
R144.2	Y71H2AM.17
R144.2	ZK1058.2
R151.9	R53.6
R151.9	T26A8.4
R151.9	T26G10.1
R151.9	Y110A7A.13
R151.9	Y47D3A.6
R151.9	Y53C10A.12
R151.9	Y54E10A.2
R151.9	Y71H2AM.17
R151.9	ZC123.3
R151.9	ZK1127.5
R151.9	ZK1151.1
R160.1	T05C12.10
R160.1	T17E9.1
R160.1	T23F2.1
R160.1	T26G10.1
R160.1	T27F7.3
R160.1	W07A8.3
R160.1	Y11D7A.9
R160.1	Y23H5A.7
R160.1	Y34D9A.10
R160.1	Y48B6A.3
R160.1	Y65B4BR.5
R160.1	Y77E11A.13
R160.1	ZC328.1
R160.1	ZC518.2
R160.1	ZK1127.5
R160.1	ZK783.1
R160.1	ZK973.6
R166.4	T01B7.5
R166.4	T27F7.3
R166.4	W07E6.1
R166.4	Y17G7B.18
R166.4	Y49F6B.1
R166.4	Y49F6B.2
R166.4	Y57A10A.27
R166.4	Y77E11A.7
R166.4	ZK1127.5
R166.4	ZK856.11
R31.1	T01B7.7
R31.1	T01D1.2
R31.1	T02G5.9
R31.1	T02H6.11
R31.1	T08B2.10
R31.1	T23D8.1
R31.1	T23F2.1
R31.1	T25C12.1
R31.1	T26A5.9
R31.1	T28F12.2
R31.1	W04A8.7
R31.1	W09C2.1
R31.1	W10D5.3
R31.1	Y105E8B.2
R31.1	Y106G6E.6
R31.1	Y106G6H.7
R31.1	Y113G7B.21
R31.1	Y11D7A.9
R31.1	Y17G7B.20
R31.1	Y34D9A.4
R31.1	Y38F2AL.1
R31.1	Y39A1A.22
R31.1	Y40B1A.4
R31.1	Y47D3B.10
R31.1	Y51A2D.15
R31.1	Y54E2A.3
R31.1	Y63D3A.5
R31.1	Y71G12B.14
R31.1	ZC518.2
R31.1	ZC581.1
R31.1	ZK1127.5
R31.1	ZK546.1
R53.3	T01B7.5
R53.3	T01C3.1
R53.3	T01G9.4
R53.3	T04A8.6
R53.3	T05C12.7
R53.3	T05G5.3
R53.3	T10F2.4
R53.3	T14F9.1
R53.3	T19E10.1
R53.3	T20B12.1
R53.3	T22D1.10
R53.3	T23H2.5
R53.3	T24A11.1
R53.3	T25C12.1
R53.3	T27F2.1
R53.3	T28F12.2
R53.3	W02A11.4
R53.3	W03C9.4
R53.3	W04D2.6
R53.3	W07E6.4
R53.3	W08E3.1
R53.3	W09C5.2
R53.3	Y34D9A.4
R53.3	Y40B1A.4
R53.3	Y47D3A.26
R53.3	Y48B6A.1
R53.3	Y48G1A.5
R53.3	Y49F6B.1
R53.3	Y51A2D.15
R53.3	Y51H7C.6
R53.3	Y53H1C.2
R53.3	Y55B1BM.1
R53.3	Y55F3AR.3
R53.3	Y57G11C.31
R53.3	Y63D3A.5
R53.3	Y71F9AM.4
R53.3	ZC395.3
R53.3	ZK1127.5
R53.3	ZK1151.1
R53.3	ZK430.8
R53.3	ZK593.5
R53.4	T01C3.7
R53.4	T04A8.6
R53.4	T13H5.4
R53.4	T23B12.7
R53.4	T24C4.1
R53.4	T26A5.9
R53.4	T26A8.4
R53.4	W01B11.3
R53.4	W04A4.5
R53.4	W07E6.1
R53.4	Y37E3.9
R53.4	Y40B1A.4
R53.4	Y92H12BR.8
R53.4	ZC434.4
R53.4	ZK1151.1
R53.6	T23F2.1
R53.6	T26A8.4
R53.6	Y54E10A.2
R53.6	ZK1151.1
R74.1	T01D1.2
R74.1	T02G5.9
R74.1	T02H6.11
R74.1	T08B2.10
R74.1	T08B2.9
R74.1	T17E9.1
R74.1	W04A4.5
R74.1	Y11D7A.9
R74.1	Y32F6A.3
R74.1	Y54E2A.11
R74.1	Y71G12B.11
R74.1	ZK1151.1
R74.1	ZK742.1
T01B7.5	T01G9.4
T01B7.5	T04A8.6
T01B7.5	T21B10.7
T01B7.5	T27C4.4
T01B7.5	T27F2.1
T01B7.5	T27F7.3
T01B7.5	W02A11.4
T01B7.5	W04D2.6
T01B7.5	W07E6.1
T01B7.5	W09C5.2
T01B7.5	Y113G7B.21
T01B7.5	Y11D7A.9
T01B7.5	Y17G7B.18
T01B7.5	Y34D9A.4
T01B7.5	Y48B6A.1
T01B7.5	Y49F6B.1
T01B7.5	Y49F6B.2
T01B7.5	Y51H7C.6
T01B7.5	Y53C12B.2
T01B7.5	Y55F3AR.3
T01B7.5	Y57A10A.27
T01B7.5	Y57E12AL.1
T01B7.5	Y63D3A.5
T01B7.5	Y71G12B.11
T01B7.5	Y77E11A.7
T01B7.5	ZK1098.1
T01B7.5	ZK1127.4
T01B7.5	ZK1127.5
T01B7.5	ZK546.13
T01B7.5	ZK632.13
T01B7.5	ZK856.11
T01B7.7	T01D1.2
T01B7.7	T28F12.2
T01B7.7	Y106G6E.6
T01B7.7	Y113G7B.21
T01B7.7	Y11D7A.9
T01B7.7	Y38F2AL.1
T01B7.7	Y63D3A.5
T01B7.7	ZK1127.5
T01C3.1	T05C12.7
T01C3.1	T05E8.3
T01C3.1	T20B12.1
T01C3.1	T22D1.10
T01C3.1	T25C12.1
T01C3.1	T26A8.4
T01C3.1	T27F7.1
T01C3.1	W07E6.4
T01C3.1	W10D5.3
T01C3.1	Y106G6E.6
T01C3.1	Y106G6H.7
T01C3.1	Y111B2A.11
T01C3.1	Y111B2A.12
T01C3.1	Y17G7B.20
T01C3.1	Y48A6B.5
T01C3.1	Y48B6A.1
T01C3.1	Y48G1A.5
T01C3.1	Y49F6B.1
T01C3.1	Y53H1C.2
T01C3.1	Y55F3AR.3
T01C3.1	Y71F9AM.4
T01C3.1	Y73B6BL.33
T01C3.1	ZC247.1
T01C3.1	ZC410.7
T01C3.1	ZK550.3
T01C3.1	ZK593.5
T01C3.1	ZK637.8
T01C3.7	T04A8.6
T01C3.7	T05H4.12
T01C3.7	T12C9.7
T01C3.7	T20B12.1
T01C3.7	T21D12.4
T01C3.7	T22D1.10
T01C3.7	T23B12.7
T01C3.7	T24C4.1
T01C3.7	T26A8.4
T01C3.7	W01B11.3
T01C3.7	W07B3.2
T01C3.7	W07E6.1
T01C3.7	W08D2.7
T01C3.7	W09C5.6
T01C3.7	Y110A7A.13
T01C3.7	Y37E3.9
T01C3.7	Y47D3A.26
T01C3.7	Y47G6A.20
T01C3.7	Y53C10A.12
T01C3.7	Y71F9B.4
T01C3.7	Y92H12BR.8
T01C3.7	ZC168.3
T01C3.7	ZC247.1
T01C3.7	ZC434.4
T01C3.7	ZK1058.2
T01C3.7	ZK1151.1
T01D1.2	T04A8.6
T01D1.2	T08B2.10
T01D1.2	T17E9.1
T01D1.2	T19B4.7
T01D1.2	T21D12.4
T01D1.2	T21G5.5
T01D1.2	T23D8.1
T01D1.2	T23F2.1
T01D1.2	T26A5.9
T01D1.2	T26G10.1
T01D1.2	T27B1.2
T01D1.2	T27F2.1
T01D1.2	T27F7.3
T01D1.2	T28F12.2
T01D1.2	W02A11.4
T01D1.2	W03C9.3
T01D1.2	W08F4.6
T01D1.2	W09C2.1
T01D1.2	W09C5.2
T01D1.2	Y106G6E.6
T01D1.2	Y113G7B.21
T01D1.2	Y11D7A.9
T01D1.2	Y32F6A.3
T01D1.2	Y34D9A.10
T01D1.2	Y38F2AL.1
T01D1.2	Y40B1A.4
T01D1.2	Y47G6A.15
T01D1.2	Y49A3A.2
T01D1.2	Y49E10.3
T01D1.2	Y54E10A.16
T01D1.2	Y54E2A.11
T01D1.2	Y63D3A.5
T01D1.2	Y71G12B.11
T01D1.2	Y71H2B.3
T01D1.2	ZC328.1
T01D1.2	ZC518.2
T01D1.2	ZK1127.5
T01D1.2	ZK1151.1
T01D1.2	ZK430.8
T01G9.4	T01G9.6
T01G9.4	T01H3.1
T01G9.4	T04A8.6
T01G9.4	T04C10.2
T01G9.4	T04D3.2
T01G9.4	T05C12.7
T01G9.4	T05D4.4
T01G9.4	T06D8.5
T01G9.4	T06D8.6
T01G9.4	T09A5.6
T01G9.4	T10B9.4
T01G9.4	T12F5.4
T01G9.4	T14B4.2
T01G9.4	T14F9.4
T01G9.4	T17E9.2
T01G9.4	T19E10.1
T01G9.4	T20B12.1
T01G9.4	T21B10.3
T01G9.4	T21G5.5
T01G9.4	T22B7.1
T01G9.4	T23D8.1
T01G9.4	T23D8.9
T01G9.4	T25C12.1
T01G9.4	T27A3.2
T01G9.4	T27C4.4
T01G9.4	T27F2.1
T01G9.4	T28F12.2
T01G9.4	VW02B12L.1
T01G9.4	W02A11.4
T01G9.4	W04A8.7
T01G9.4	W04D2.6
T01G9.4	W06B11.2
T01G9.4	W09C5.2
T01G9.4	Y106G6E.6
T01G9.4	Y106G6H.7
T01G9.4	Y113G7B.21
T01G9.4	Y116A8C.35
T01G9.4	Y11D7A.9
T01G9.4	Y18D10A.17
T01G9.4	Y34D9A.4
T01G9.4	Y47D3A.6
T01G9.4	Y47D3B.7
T01G9.4	Y47G6A.9
T01G9.4	Y49E10.21
T01G9.4	Y49F6B.1
T01G9.4	Y51H4A.15
T01G9.4	Y51H7BR.8
T01G9.4	Y51H7C.6
T01G9.4	Y57G11C.24
T01G9.4	Y63D3A.5
T01G9.4	Y65B4BR.5
T01G9.4	Y6B3A.1
T01G9.4	Y71F9AM.4
T01G9.4	Y71H10B.1
T01G9.4	Y71H2AM.17
T01G9.4	Y77E11A.7
T01G9.4	ZC395.3
T01G9.4	ZK1098.1
T01G9.4	ZK1127.4
T01G9.4	ZK1127.5
T01G9.4	ZK1151.1
T01G9.4	ZK622.3
T01G9.4	ZK632.13
T01G9.6	T04D3.2
T01G9.6	T20B12.1
T01G9.6	T23B12.7
T01G9.6	T23D8.9
T01G9.6	T23F2.1
T01G9.6	T25G3.3
T01G9.6	T26A5.9
T01G9.6	T26G10.1
T01G9.6	T27F7.3
T01G9.6	T28F12.2
T01G9.6	W02A11.4
T01G9.6	W04A8.7
T01G9.6	W10D5.3
T01G9.6	Y106G6E.6
T01G9.6	Y106G6H.7
T01G9.6	Y113G7B.21
T01G9.6	Y40B1A.4
T01G9.6	Y41E3.11
T01G9.6	Y47G6A.9
T01G9.6	Y49F6B.1
T01G9.6	Y49F6B.2
T01G9.6	Y51H7C.6
T01G9.6	Y52B11A.9
T01G9.6	Y53F4B.22
T01G9.6	Y54E10A.2
T01G9.6	Y54E5B.3
T01G9.6	Y65B4BR.5
T01G9.6	Y71F9AM.4
T01G9.6	Y77E11A.13
T01G9.6	Y77E11A.7
T01G9.6	ZK1127.5
T01G9.6	ZK1128.3
T01G9.6	ZK1151.1
T01G9.6	ZK637.7
T01H3.1	T07F8.3
T01H3.1	T17E9.2
T01H3.1	T27F7.3
T01H3.1	VW02B12L.1
T01H3.1	W03F8.10
T01H3.1	W08D2.7
T01H3.1	Y38A8.2
T01H3.1	Y47D3A.6
T01H3.1	Y48B6A.13
T01H3.1	Y54E2A.11
T01H3.1	Y57G11C.24
T01H3.1	Y71F9B.4
T01H3.1	Y71G12B.11
T01H3.1	Y71H2AM.17
T01H3.1	ZC123.3
T01H3.1	ZK1151.1
T02G5.9	T02H6.11
T02G5.9	T06D8.8
T02G5.9	T08B2.10
T02G5.9	T08B2.9
T02G5.9	T11G6.1
T02G5.9	T12C9.7
T02G5.9	T13H5.4
T02G5.9	T23D8.9
T02G5.9	W04A4.5
T02G5.9	W10D5.3
T02G5.9	Y105E8A.16
T02G5.9	Y105E8B.2
T02G5.9	Y106G6E.6
T02G5.9	Y111B2A.11
T02G5.9	Y111B2A.12
T02G5.9	Y17G7B.20
T02G5.9	Y32F6A.3
T02G5.9	Y40B1A.4
T02G5.9	Y47D3B.7
T02G5.9	Y48A6B.5
T02G5.9	Y52B11A.9
T02G5.9	Y54E2A.11
T02G5.9	Y87G2A.5
T02G5.9	ZC247.1
T02G5.9	ZK1151.1
T02G5.9	ZK550.3
T02G5.9	ZK637.7
T02H6.11	T06D8.6
T02H6.11	T08B2.10
T02H6.11	T08B2.9
T02H6.11	W04A4.5
T02H6.11	W09C5.8
T02H6.11	W10D5.3
T02H6.11	W10G6.2
T02H6.11	Y105E8A.16
T02H6.11	Y105E8B.2
T02H6.11	Y106G6E.6
T02H6.11	Y32F6A.3
T02H6.11	Y54E2A.11
T02H6.11	Y87G2A.5
T02H6.11	ZC247.1
T02H6.11	ZK1151.1
T04A8.6	T21G5.5
T04A8.6	T23B12.7
T04A8.6	T24C4.1
T04A8.6	T26A8.4
T04A8.6	T26G10.1
T04A8.6	T27C4.4
T04A8.6	T27F2.1
T04A8.6	T27F7.3
T04A8.6	W01B11.3
T04A8.6	W02A11.4
T04A8.6	W04D2.6
T04A8.6	W07E6.1
T04A8.6	W08D2.7
T04A8.6	W09C5.2
T04A8.6	W09G12.5
T04A8.6	Y113G7B.21
T04A8.6	Y11D7A.9
